Anketa_Number;A_1;A_2;A_3;A_4;A_5;A_6;A_7;A_8;A_9;A_10;A_11;B_1;B_2;B_3;B_4;B_5;B_6;C1_1;C1_2;C2_1;C2_2;C3_1;C3_2;C4_1;C4_2;C5_1;C5_2;C6_1;C6_2;C7_1;C7_2;C8_1;C8_2;C9_1;C9_2;C10_1;C10_2;Expert;
anketa_20166;7;7;7;7;7;7;7;7;7;7;7;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;
anketa_20167;7;1;1;1;1;2;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;
anketa_20168;2;6;6;7;3;7;1;4;3;7;3;1;1;0;1;1;0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;
anketa_20169;5;5;6;5;5;7;5;4;3;7;2;1;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;
anketa_20170;7;7;7;7;7;7;4;2;5;7;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;1;
anketa_20172;6;5;7;4;2;4;2;3;4;7;1;1;1;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;1;
anketa_20173;7;7;7;7;4;3;6;4;2;7;6;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;
anketa_20174;4;5;5;5;4;6;6;3;3;7;3;1;1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;
anketa_20175;3;6;5;7;7;6;3;4;4;7;5;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;
anketa_20176;4;3;6;6;3;6;4;4;4;5;3;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;
anketa_20177;2;3;3;5;3;4;5;4;3;6;4;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;
anketa_20178;7;7;7;7;5;7;3;4;6;7;3;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;
anketa_20179;7;6;7;7;6;7;5;5;4;7;5;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;
anketa_20180;7;7;7;6;5;7;7;4;7;7;5;1;1;0;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;
anketa_20181;2;7;3;7;4;7;1;4;4;7;2;1;1;0;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;
anketa_20182;6;6;7;7;6;6;4;6;5;7;4;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;
anketa_20183;4;3;4;6;4;3;5;3;2;5;5;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20184;3;7;7;7;7;6;7;5;5;7;5;0;1;0;0;0;1;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;
anketa_20185;7;7;7;7;7;7;7;4;4;6;5;1;1;0;0;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;1;
anketa_20186;3;4;3;4;4;5;5;4;5;4;6;1;0;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;
anketa_20187;7;3;4;7;7;7;1;3;4;7;4;1;1;1;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;
anketa_20188;6;3;4;3;2;3;1;1;4;5;2;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;
anketa_20189;6;2;3;3;2;6;1;3;2;7;2;1;0;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20190;7;7;7;7;6;6;2;3;2;7;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
anketa_20192;7;6;7;6;5;6;5;4;4;7;4;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;0;1;1;1;
anketa_20193;5;4;6;6;5;5;4;4;4;7;4;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;
anketa_20194;3;4;4;4;6;6;6;5;3;6;4;1;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;
anketa_20195;6;4;5;5;5;5;6;3;4;6;3;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;
anketa_20196;7;6;7;7;7;7;4;4;6;7;4;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;
anketa_20197;7;6;6;7;6;6;2;5;2;7;5;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;1;
anketa_20198;7;1;1;1;3;1;3;2;1;2;2;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20199;7;7;5;7;7;5;6;5;6;7;4;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20200;6;5;4;4;4;4;3;4;3;6;3;1;1;1;0;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;1;
anketa_20201;5;5;6;4;3;6;7;3;5;7;4;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20202;5;2;6;5;5;6;1;1;2;7;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;
anketa_20203;1;2;6;2;2;3;7;6;2;6;6;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20204;7;7;7;7;7;7;7;5;6;7;5;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;
anketa_20205;1;3;7;7;4;2;7;5;7;7;3;0;0;0;0;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;
anketa_20208;7;4;3;3;3;7;5;3;4;7;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;
anketa_20209;7;4;5;3;3;5;2;1;3;7;3;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
anketa_20210;4;5;4;4;6;6;5;4;5;4;6;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20212;7;5;7;7;6;7;2;4;2;7;5;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;
anketa_20214;5;5;5;5;4;6;2;4;3;7;2;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20216;7;2;6;5;4;5;2;5;3;6;2;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;1;
anketa_20217;7;6;7;6;7;7;6;5;4;7;4;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;
anketa_20218;7;7;7;7;4;6;5;4;3;7;7;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;
anketa_20219;6;7;6;7;6;6;4;3;7;7;3;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;
anketa_20220;4;6;6;6;6;6;6;6;6;7;6;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1;0;1;
anketa_20221;6;6;7;6;6;7;6;4;4;7;4;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;
anketa_20222;5;2;4;3;3;7;5;2;1;7;1;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;
anketa_20223;4;6;3;5;3;4;2;5;3;7;3;0;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;1;
anketa_20224;6;6;6;6;6;6;5;4;3;7;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;
anketa_20225;7;7;7;5;4;6;6;5;4;7;4;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;
anketa_20226;5;5;6;7;5;7;2;4;3;7;2;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;
anketa_20227;7;6;7;7;7;7;4;4;5;7;4;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;
anketa_20228;1;5;5;3;6;7;1;2;2;7;3;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;
anketa_20229;6;5;7;6;6;6;5;6;4;7;6;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20230;6;5;5;7;6;7;3;3;5;5;5;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;
anketa_20231;4;2;5;6;4;4;3;4;3;5;3;1;0;1;0;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;1;
anketa_20231;4;2;5;6;4;4;3;4;3;5;3;1;0;1;0;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;1;
anketa_20232;7;4;7;4;5;6;1;3;3;7;4;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;
anketa_20233;4;4;5;5;6;6;5;4;3;7;3;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;
anketa_20234;3;5;5;5;4;5;4;3;4;5;4;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;
anketa_20235;3;5;5;6;6;7;5;4;5;7;4;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;
anketa_20236;7;7;7;7;7;7;7;7;6;7;7;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;
anketa_20237;6;7;7;7;6;6;5;3;5;7;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;
anketa_20238;3;6;7;7;7;7;7;6;7;7;6;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;
anketa_20239;7;7;7;7;7;7;1;2;5;7;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;
anketa_20240;3;5;7;5;7;7;1;2;3;7;3;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;
anketa_20241;7;6;4;7;5;7;7;5;4;7;4;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;
anketa_20242;7;7;5;7;3;2;3;3;5;7;2;1;1;1;0;0;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;
anketa_20243;7;5;5;7;6;7;3;5;4;7;5;1;0;1;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;
anketa_20244;7;7;7;7;6;7;7;4;4;7;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;
anketa_20245;7;6;6;6;5;7;2;3;3;5;3;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;
anketa_20246;7;6;7;7;7;7;7;4;6;7;3;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;
anketa_20246;7;6;7;7;7;7;7;4;6;7;3;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;
anketa_20247;5;4;6;6;4;6;2;3;3;5;3;1;0;1;0;1;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;
anketa_20248;5;6;7;7;7;4;4;4;7;7;4;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;1;1;
anketa_20249;6;6;5;5;5;6;3;3;3;7;3;1;0;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;
anketa_20250;7;7;7;7;7;7;4;5;6;5;3;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20251;7;7;6;6;4;5;4;3;4;5;3;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;
anketa_20252;6;6;5;7;5;6;2;3;5;7;2;1;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;
anketa_20253;5;7;7;7;6;6;7;5;7;7;4;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;
anketa_20254;7;5;6;3;3;5;2;3;3;6;2;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;1;
anketa_20255;7;4;5;7;7;7;6;5;6;7;4;0;1;0;0;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;
anketa_20290;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20292;3;3;2;5;1;5;3;3;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20294;2;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20296;7;2;1;2;2;1;1;3;1;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20298;1;1;1;1;1;1;1;5;2;5;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20299;7;7;5;5;5;5;5;5;5;6;7;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20300;7;7;5;6;6;3;6;4;6;3;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20301;4;3;4;4;3;5;4;4;3;4;4;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20302;1;3;6;3;1;1;1;4;1;3;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20303;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20304;3;2;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20305;7;6;6;5;6;6;7;7;7;7;7;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20306;7;7;7;7;7;7;7;1;7;7;7;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20307;4;5;3;6;3;2;1;1;1;6;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20308;1;1;3;1;1;1;7;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20309;1;1;2;4;7;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20310;6;4;5;4;4;4;3;2;2;7;3;1;1;0;0;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;
anketa_20311;7;6;5;7;5;5;1;4;3;7;3;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20312;5;4;4;4;3;4;3;1;2;5;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20313;7;4;4;6;3;7;2;2;2;5;4;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20314;5;5;5;5;5;6;4;3;2;6;3;1;1;0;0;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;
anketa_20315;5;4;3;4;4;6;3;3;5;4;3;1;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20316;5;6;5;7;6;6;2;2;2;6;3;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20317;7;4;2;6;4;3;2;3;2;6;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20318;7;6;5;7;5;6;7;4;5;7;3;0;0;0;0;0;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20319;6;6;6;7;7;7;5;4;3;7;4;0;0;1;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20320;6;3;3;5;3;4;2;4;2;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20321;5;2;5;4;6;6;2;1;1;6;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20322;7;7;7;7;7;7;3;6;6;7;5;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;
anketa_20323;6;3;5;5;3;3;1;4;2;5;2;1;1;0;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;1;1;1;
anketa_20324;7;5;6;5;4;6;4;4;1;7;4;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20325;6;5;2;4;2;5;2;2;2;7;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20326;6;4;5;5;3;6;1;4;1;7;4;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20327;3;1;1;1;1;1;1;1;1;4;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20328;7;7;7;7;7;4;7;1;1;7;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20329;7;6;5;6;5;4;3;5;1;3;4;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20330;6;6;2;5;3;4;2;1;1;3;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;
anketa_20331;7;7;5;5;7;6;3;4;2;3;4;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20332;4;4;6;6;4;5;3;3;3;6;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20333;7;5;2;4;2;6;1;2;4;2;4;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;
anketa_20334;5;6;7;5;2;5;1;4;6;7;4;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;
anketa_20335;6;3;4;5;3;6;1;4;4;7;2;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20336;2;1;1;1;1;1;1;2;1;1;3;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20337;4;5;6;5;3;6;1;3;6;7;5;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20339;7;5;5;6;4;5;6;1;7;5;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20340;7;3;1;1;1;1;1;1;3;4;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20342;7;4;2;4;4;6;3;3;6;7;2;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;
anketa_20343;7;7;5;6;7;4;3;4;5;7;3;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;
anketa_20344;1;1;1;1;1;1;1;2;6;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20346;5;1;1;1;3;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20347;3;4;2;4;5;6;1;1;5;7;1;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20348;2;2;2;3;3;3;2;3;7;3;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20349;7;3;3;5;3;5;1;1;1;7;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
anketa_20350;3;2;4;1;1;1;4;1;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20351;7;7;5;7;5;7;1;5;4;7;3;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;
anketa_20352;7;6;6;7;6;6;4;4;3;7;5;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;
anketa_20353;7;6;3;7;7;6;7;5;3;7;4;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;
anketa_20354;1;7;3;5;1;5;1;1;7;4;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20355;5;3;2;5;3;3;5;3;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20356;3;3;6;4;2;2;3;1;3;5;6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20359;7;3;2;2;1;2;3;2;2;4;2;0;1;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20360;7;5;6;5;5;5;1;4;3;5;4;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20363;4;2;4;1;4;6;6;1;3;5;7;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;
anketa_20365;7;2;3;6;4;5;5;5;5;6;5;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20365;7;2;3;6;4;5;5;5;5;6;5;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20366;3;1;2;1;1;1;7;2;1;5;4;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20368;7;7;4;4;1;3;1;3;3;3;3;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;
anketa_20369;1;3;6;5;3;5;5;3;2;5;6;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20370;7;7;7;7;5;7;4;3;3;4;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;
anketa_20371;3;5;4;7;5;6;4;6;3;4;5;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20372;5;4;4;5;4;4;5;4;5;7;5;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20373;1;1;2;1;1;1;1;1;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20374;7;2;4;5;1;3;5;1;2;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20375;3;3;5;5;4;4;1;4;5;5;4;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;
anketa_20376;1;2;4;3;3;2;1;3;1;5;2;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;
anketa_20377;5;3;1;2;1;1;1;1;1;3;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20378;6;4;6;4;3;6;6;4;7;3;4;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20379;7;7;7;6;6;7;5;3;5;7;4;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
anketa_20380;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
